Idade,Campanha,Estado_civil,Educacao,Inadimplencia,conta_corrente,Casa_Propria,Emprestimo,Contato,dia,mes,duracao,campanha,dias_anterior,Anterior,Res_anterior,Sucesso
30,"manufatura","solteiro","segundo","nao",445,"sim","nao","celular",16,"abr",218,1,330,2,"fracassou","nao"
40,"gestao","casado","segundo","nao",643,"sim","nao","celular",17,"abr",74,2,256,1,"fracassou","nao"
57,"domestica","solteiro","segundo","nao",254,"nao","nao","celular",8,"oct",676,1,-1,0,"desconhecido","nao"
40,"gestao","casado","superior","nao",-1212,"sim","nao","celular",15,"mai",1259,2,333,18,"fracassou","nao"
41,"tecnico","casado","segundo","nao",2125,"sim","sim","celular",21,"nov",285,3,116,4,"fracassou","nao"
53,"tecnico","divorciado","desconhecido","nao",629,"sim","nao","celular",8,"mai",298,1,-1,0,"desconhecido","nao"
48,"manufatura","casado","segundo","nao",-202,"sim","sim","celular",30,"jul",225,4,-1,0,"desconhecido","nao"
32,"tecnico","solteiro","segundo","nao",271,"sim","nao","celular",13,"mai",80,2,268,2,"outro","nao"
34,"gestao","casado","superior","nao",703,"sim","nao","celular",14,"abr",342,1,-1,0,"desconhecido","sim"
46,"manufatura","casado","segundo","nao",-216,"sim","nao","celular",28,"jul",404,3,-1,0,"desconhecido","nao"
45,"servicos","divorciado","segundo","nao",88,"nao","sim","celular",7,"jul",332,1,-1,0,"desconhecido","nao"
51,"gerencia","solteiro","superior","nao",16,"sim","nao","celular",30,"jan",158,1,-1,0,"desconhecido","nao"
31,"gestao","casado","segundo","nao",466,"sim","nao","celular",14,"mai",164,1,-1,0,"desconhecido","nao"
47,"tecnico","casado","segundo","nao",-75,"sim","nao","celular",4,"fev",57,1,247,1,"outro","nao"
32,"manufatura","casado","segundo","nao",456,"nao","nao","celular",12,"mai",121,1,-1,0,"desconhecido","nao"
41,"tecnico","casado","segundo","nao",77,"sim","nao","celular",7,"mai",56,1,-1,0,"desconhecido","nao"
37,"servicos","solteiro","segundo","nao",-244,"nao","nao","outro",3,"jul",178,1,-1,0,"desconhecido","nao"
27,"manufatura","solteiro","primeiro","nao",1209,"nao","nao","celular",29,"jan",283,1,-1,0,"desconhecido","nao"
27,"servicos","casado","segundo","nao",58,"sim","nao","celular",7,"mai",113,1,337,2,"outro","nao"
50,"gestao","casado","segundo","sim",421,"nao","nao","celular",20,"nov",22,5,-1,0,"desconhecido","nao"
31,"gestao","solteiro","superior","nao",112,"sim","nao","celular",2,"fev",159,2,271,1,"fracassou","nao"
40,"autonomo","casado","superior","nao",13669,"nao","nao","celular",15,"oct",138,1,136,8,"outro","nao"
43,"gestao","casado","superior","nao",1429,"sim","nao","celular",19,"nov",1015,1,198,2,"outro","sim"
39,"tecnico","casado","superior","nao",794,"nao","nao","telefone",2,"fev",182,1,-1,0,"desconhecido","nao"
31,"empreendedor","solteiro","superior","nao",1957,"nao","nao","celular",4,"fev",112,3,-1,0,"desconhecido","nao"
48,"tecnico","casado","segundo","nao",454,"sim","nao","celular",10,"jul",114,1,-1,0,"desconhecido","nao"
32,"manufatura","solteiro","primeiro","nao",882,"nao","sim","celular",29,"jul",80,8,-1,0,"desconhecido","nao"
47,"desempregado","casado","primeiro","nao",168,"sim","nao","telefone",30,"jan",66,1,241,1,"outro","nao"
35,"gestao","solteiro","superior","nao",714,"sim","nao","celular",26,"ago",135,22,-1,0,"desconhecido","nao"
42,"gestao","solteiro","superior","nao",0,"nao","nao","celular",7,"sep",99,1,-1,0,"desconhecido","nao"
47,"manufatura","casado","segundo","nao",1996,"nao","nao","outro",5,"jun",761,2,-1,0,"desconhecido","sim"
59,"aposentado","casado","segundo","nao",163,"nao","nao","celular",24,"jul",464,1,-1,0,"desconhecido","nao"
38,"gerencia","casado","segundo","nao",3190,"sim","nao","outro",20,"jun",20,2,-1,0,"desconhecido","nao"
50,"desempregado","casado","segundo","nao",1772,"nao","nao","celular",29,"jul",206,4,-1,0,"desconhecido","nao"
27,"servicos","solteiro","segundo","nao",-151,"nao","nao","celular",8,"jul",283,2,-1,0,"desconhecido","nao"
55,"domestica","casado","primeiro","nao",16,"nao","nao","outro",20,"jun",64,1,-1,0,"desconhecido","nao"
39,"servicos","solteiro","segundo","nao",7066,"sim","nao","celular",15,"mai",667,3,357,3,"outro","sim"
31,"tecnico","solteiro","superior","nao",454,"nao","nao","celular",4,"fev",73,3,-1,0,"desconhecido","nao"
37,"empreendedor","casado","superior","nao",4798,"sim","nao","outro",20,"mai",156,2,-1,0,"desconhecido","nao"
28,"tecnico","solteiro","segundo","sim",-298,"sim","nao","outro",3,"jun",559,7,-1,0,"desconhecido","nao"
42,"tecnico","casado","segundo","nao",439,"nao","nao","celular",20,"ago",143,2,-1,0,"desconhecido","nao"
40,"servicos","divorciado","segundo","nao",1927,"sim","nao","outro",15,"mai",62,1,-1,0,"desconhecido","nao"
59,"gestao","solteiro","segundo","nao",671,"sim","sim","celular",29,"jan",219,2,259,5,"fracassou","nao"
40,"servicos","solteiro","segundo","nao",65,"sim","nao","celular",15,"mai",15,3,-1,0,"desconhecido","nao"
43,"tecnico","casado","segundo","nao",-932,"sim","nao","celular",16,"abr",567,1,-1,0,"desconhecido","nao"
38,"tecnico","solteiro","segundo","nao",4366,"sim","nao","celular",29,"jul",188,2,-1,0,"desconhecido","nao"
54,"aposentado","casado","primeiro","nao",0,"sim","nao","celular",11,"jul",159,2,-1,0,"desconhecido","nao"
41,"manufatura","casado","segundo","nao",4900,"sim","nao","telefone",31,"jul",121,2,-1,0,"desconhecido","nao"
55,"domestica","divorciado","primeiro","nao",976,"nao","nao","celular",28,"jun",345,1,94,3,"outro","sim"
33,"gestao","casado","superior","nao",148,"nao","nao","outro",20,"mai",717,1,-1,0,"desconhecido","nao"
46,"manufatura","casado","segundo","nao",5,"nao","nao","celular",18,"ago",71,3,-1,0,"desconhecido","nao"
36,"gestao","casado","segundo","nao",-148,"nao","nao","celular",18,"nov",144,2,-1,0,"desconhecido","nao"
48,"tecnico","divorciado","superior","nao",113,"nao","sim","celular",22,"jul",38,1,-1,0,"desconhecido","nao"
42,"gestao","casado","segundo","nao",-105,"sim","nao","celular",28,"ago",60,2,-1,0,"desconhecido","nao"
46,"gestao","divorciado","superior","nao",624,"nao","nao","celular",17,"sep",336,2,183,2,"sucesso","sim"
49,"tecnico","casado","segundo","sim",-1680,"sim","sim","outro",27,"jun",92,4,-1,0,"desconhecido","nao"
36,"manufatura","casado","segundo","nao",-461,"nao","nao","celular",11,"mai",254,2,353,1,"fracassou","nao"
34,"tecnico","solteiro","superior","nao",144,"sim","sim","celular",14,"oct",104,1,85,19,"fracassou","nao"
51,"empreendedor","divorciado","superior","nao",4,"sim","sim","celular",20,"abr",74,5,-1,0,"desconhecido","nao"
58,"manufatura","casado","primeiro","nao",309,"nao","nao","celular",19,"ago",156,2,-1,0,"desconhecido","nao"
48,"gestao","casado","superior","nao",866,"nao","nao","celular",29,"jan",146,2,-1,0,"desconhecido","nao"
41,"gerencia","solteiro","segundo","nao",1020,"sim","nao","outro",19,"mai",882,1,-1,0,"desconhecido","sim"
49,"autonomo","casado","primeiro","nao",489,"sim","nao","outro",27,"mai",84,4,-1,0,"desconhecido","nao"
43,"gestao","casado","primeiro","nao",8167,"sim","nao","outro",19,"mai",114,2,-1,0,"desconhecido","nao"
32,"manufatura","solteiro","segundo","nao",-255,"nao","sim","outro",2,"jul",957,3,-1,0,"desconhecido","nao"
54,"aposentado","casado","segundo","nao",3671,"nao","nao","outro",11,"jun",67,3,-1,0,"desconhecido","nao"
33,"manufatura","divorciado","primeiro","nao",636,"sim","nao","celular",9,"jul",211,11,-1,0,"desconhecido","nao"
35,"tecnico","casado","segundo","nao",141,"sim","nao","celular",19,"ago",299,2,-1,0,"desconhecido","nao"
56,"tecnico","casado","segundo","nao",150,"sim","sim","celular",11,"mai",102,6,349,1,"fracassou","nao"
57,"tecnico","casado","segundo","nao",839,"nao","sim","outro",5,"mai",225,1,-1,0,"desconhecido","nao"
31,"domestica","solteiro","primeiro","nao",26965,"nao","nao","celular",21,"abr",654,2,-1,0,"desconhecido","sim"
33,"tecnico","solteiro","segundo","nao",716,"sim","nao","celular",14,"mai",234,2,-1,0,"desconhecido","nao"
29,"tecnico","solteiro","superior","nao",2485,"nao","nao","telefone",24,"jul",48,6,-1,0,"desconhecido","nao"
38,"gestao","solteiro","superior","nao",15030,"sim","nao","celular",13,"mai",167,1,174,7,"outro","nao"
37,"gerencia","casado","segundo","nao",11303,"nao","nao","celular",26,"mai",500,2,-1,0,"desconhecido","nao"
33,"empreendedor","casado","superior","nao",595,"nao","nao","celular",7,"ago",22,2,-1,0,"desconhecido","nao"
30,"gestao","solteiro","superior","nao",19358,"nao","nao","celular",19,"nov",258,2,-1,0,"desconhecido","nao"
31,"autonomo","solteiro","segundo","nao",203,"nao","sim","celular",19,"nov",177,1,-1,0,"desconhecido","nao"
28,"tecnico","solteiro","superior","nao",183,"sim","sim","outro",28,"mai",62,2,-1,0,"desconhecido","nao"
26,"gerencia","solteiro","segundo","nao",255,"nao","nao","celular",30,"abr",457,1,80,1,"sucesso","sim"
31,"tecnico","solteiro","segundo","nao",102,"sim","nao","telefone",17,"abr",460,2,345,2,"fracassou","nao"
50,"domestica","divorciado","primeiro","nao",94,"sim","nao","celular",22,"jul",184,4,-1,0,"desconhecido","nao"
45,"empreendedor","casado","primeiro","nao",58,"sim","nao","telefone",13,"mai",119,3,371,3,"fracassou","nao"
48,"gestao","casado","primeiro","nao",606,"nao","nao","celular",5,"mar",77,6,-1,0,"desconhecido","nao"
41,"tecnico","casado","segundo","nao",0,"nao","sim","celular",23,"jul",107,1,-1,0,"desconhecido","nao"
60,"tecnico","casado","primeiro","nao",65,"sim","nao","outro",9,"mai",1028,2,-1,0,"desconhecido","sim"
41,"manufatura","casado","segundo","nao",338,"sim","nao","outro",14,"mai",87,1,-1,0,"desconhecido","nao"
43,"manufatura","casado","primeiro","nao",757,"sim","nao","outro",9,"mai",315,4,-1,0,"desconhecido","nao"
36,"gestao","casado","superior","nao",9269,"sim","sim","celular",19,"nov",107,2,-1,0,"desconhecido","nao"
40,"manufatura","casado","primeiro","nao",1206,"nao","sim","telefone",16,"jul",201,5,-1,0,"desconhecido","nao"
28,"gestao","solteiro","superior","nao",882,"nao","sim","celular",29,"jan",94,1,205,2,"fracassou","nao"
27,"student","solteiro","superior","nao",5291,"nao","nao","celular",12,"nov",192,2,92,2,"fracassou","sim"
49,"gestao","solteiro","segundo","nao",61,"sim","nao","celular",29,"jan",185,2,246,1,"fracassou","nao"
37,"tecnico","casado","superior","nao",0,"sim","nao","celular",17,"nov",77,1,-1,0,"desconhecido","nao"
31,"manufatura","casado","segundo","nao",1407,"sim","nao","celular",6,"mai",142,3,-1,0,"desconhecido","nao"
31,"tecnico","solteiro","segundo","sim",25,"nao","nao","celular",2,"fev",381,1,-1,0,"desconhecido","nao"
31,"manufatura","casado","segundo","nao",1354,"sim","sim","celular",17,"nov",222,2,-1,0,"desconhecido","nao"
35,"manufatura","casado","primeiro","nao",793,"sim","nao","celular",17,"abr",106,1,-1,0,"desconhecido","nao"
51,"manufatura","divorciado","desconhecido","nao",10287,"sim","nao","outro",29,"mai",117,1,-1,0,"desconhecido","nao"
33,"tecnico","solteiro","segundo","nao",5235,"nao","nao","celular",7,"ago",67,3,-1,0,"desconhecido","nao"
30,"tecnico","solteiro","superior","nao",3,"sim","nao","celular",6,"mai",45,2,169,2,"fracassou","nao"
58,"tecnico","solteiro","segundo","nao",409,"nao","sim","celular",14,"jul",643,2,-1,0,"desconhecido","nao"
34,"gerencia","casado","superior","nao",35,"sim","nao","celular",15,"oct",76,1,69,2,"fracassou","nao"
45,"gestao","casado","superior","nao",-459,"nao","nao","celular",21,"ago",508,6,-1,0,"desconhecido","nao"
28,"servicos","solteiro","segundo","nao",198,"nao","nao","celular",5,"jul",128,2,-1,0,"desconhecido","sim"
31,"manufatura","casado","primeiro","nao",99,"sim","nao","celular",17,"abr",193,2,322,1,"outro","nao"
40,"gestao","casado","superior","nao",60,"nao","nao","outro",16,"jun",172,6,-1,0,"desconhecido","nao"
30,"servicos","solteiro","segundo","nao",3485,"nao","nao","celular",2,"fev",142,2,-1,0,"desconhecido","nao"
34,"empreendedor","casado","segundo","nao",-139,"sim","sim","outro",27,"mai",492,2,-1,0,"desconhecido","nao"
40,"manufatura","casado","segundo","nao",952,"nao","sim","outro",12,"jun",140,1,-1,0,"desconhecido","nao"
59,"aposentado","casado","primeiro","nao",1427,"nao","nao","outro",18,"jun",140,2,-1,0,"desconhecido","nao"
43,"tecnico","solteiro","superior","nao",1017,"sim","nao","outro",19,"mai",257,2,-1,0,"desconhecido","nao"
41,"gestao","casado","superior","nao",-29,"nao","nao","celular",29,"jan",41,2,266,2,"fracassou","nao"
33,"tecnico","divorciado","segundo","nao",9,"nao","nao","celular",21,"ago",91,2,-1,0,"desconhecido","nao"
33,"gestao","casado","segundo","nao",4040,"sim","nao","celular",20,"abr",132,2,-1,0,"desconhecido","nao"
36,"manufatura","casado","segundo","nao",13,"nao","nao","outro",3,"jun",284,1,-1,0,"desconhecido","nao"
32,"autonomo","solteiro","segundo","nao",1259,"nao","nao","celular",25,"jul",184,2,-1,0,"desconhecido","nao"
25,"gerencia","casado","segundo","nao",18,"sim","nao","celular",18,"jul",225,1,-1,0,"desconhecido","nao"
25,"manufatura","casado","segundo","nao",-76,"sim","nao","outro",12,"mai",241,3,-1,0,"desconhecido","nao"
38,"tecnico","solteiro","superior","nao",221,"nao","nao","celular",20,"ago",79,3,-1,0,"desconhecido","nao"
34,"gestao","casado","superior","nao",136,"sim","nao","celular",22,"abr",156,1,-1,0,"desconhecido","nao"
67,"manufatura","casado","segundo","nao",16353,"nao","nao","celular",27,"oct",223,2,-1,0,"desconhecido","nao"
32,"manufatura","casado","segundo","nao",-63,"sim","nao","outro",30,"mai",198,1,-1,0,"desconhecido","nao"
45,"domestica","casado","primeiro","nao",7353,"nao","nao","celular",13,"ago",536,2,-1,0,"desconhecido","nao"
33,"manufatura","casado","primeiro","nao",511,"sim","nao","outro",21,"mai",304,2,-1,0,"desconhecido","nao"
38,"gerencia","casado","primeiro","nao",3913,"sim","nao","celular",20,"abr",196,2,315,2,"fracassou","nao"
32,"tecnico","divorciado","segundo","nao",1097,"sim","nao","outro",12,"mai",298,2,-1,0,"desconhecido","nao"
54,"aposentado","divorciado","superior","nao",6102,"sim","sim","outro",21,"mai",86,6,-1,0,"desconhecido","nao"
51,"gerencia","divorciado","segundo","nao",340,"sim","nao","outro",8,"mai",186,1,-1,0,"desconhecido","nao"
42,"manufatura","casado","primeiro","nao",-119,"sim","nao","celular",22,"jul",167,3,-1,0,"desconhecido","nao"
41,"gerencia","casado","segundo","nao",2993,"sim","nao","celular",22,"jul",24,12,-1,0,"desconhecido","nao"
39,"gestao","divorciado","superior","nao",3575,"nao","sim","celular",18,"ago",74,3,-1,0,"desconhecido","nao"
38,"manufatura","casado","segundo","nao",361,"sim","nao","outro",11,"jun",601,1,-1,0,"desconhecido","nao"
39,"gestao","casado","segundo","nao",1072,"sim","nao","outro",27,"mai",1168,2,-1,0,"desconhecido","nao"
46,"manufatura","casado","primeiro","nao",2904,"nao","nao","celular",20,"abr",277,2,-1,0,"desconhecido","nao"
50,"empreendedor","divorciado","superior","nao",1790,"nao","sim","celular",6,"fev",748,3,-1,0,"desconhecido","nao"
33,"manufatura","casado","segundo","nao",86,"sim","nao","outro",19,"mai",364,1,-1,0,"desconhecido","nao"
37,"tecnico","casado","segundo","nao",1633,"sim","nao","outro",19,"mai",229,3,-1,0,"desconhecido","nao"
31,"gestao","casado","superior","nao",8312,"nao","nao","celular",29,"ago",43,13,-1,0,"desconhecido","nao"
34,"manufatura","divorciado","desconhecido","nao",172,"nao","nao","celular",15,"jun",177,1,-1,0,"desconhecido","sim"
34,"gestao","casado","superior","nao",0,"sim","nao","celular",7,"ago",262,1,99,2,"sucesso","sim"
36,"gestao","casado","superior","nao",222,"sim","nao","celular",6,"mai",317,1,169,2,"fracassou","nao"
40,"tecnico","casado","segundo","nao",109,"nao","nao","outro",20,"jun",402,22,-1,0,"desconhecido","nao"
40,"manufatura","casado","segundo","nao",1451,"nao","nao","celular",1,"jun",314,1,-1,0,"desconhecido","sim"
41,"tecnico","casado","segundo","nao",1066,"nao","nao","celular",11,"fev",109,3,-1,0,"desconhecido","sim"
52,"gestao","casado","superior","nao",3163,"nao","nao","celular",25,"ago",56,6,-1,0,"desconhecido","nao"
40,"servicos","solteiro","segundo","nao",888,"sim","nao","outro",12,"mai",169,2,-1,0,"desconhecido","nao"
48,"manufatura","solteiro","desconhecido","nao",428,"sim","nao","celular",18,"mai",127,1,-1,0,"desconhecido","nao"
33,"gestao","divorciado","segundo","nao",106,"nao","nao","celular",20,"ago",175,3,-1,0,"desconhecido","nao"
44,"tecnico","divorciado","segundo","nao",0,"nao","nao","celular",12,"ago",56,2,-1,0,"desconhecido","nao"
55,"gestao","casado","superior","nao",979,"nao","sim","celular",8,"jul",123,1,-1,0,"desconhecido","nao"
51,"gerencia","casado","segundo","nao",2662,"nao","nao","telefone",28,"jan",148,2,-1,0,"desconhecido","nao"
34,"gestao","solteiro","superior","nao",84,"nao","nao","celular",5,"fev",231,1,-1,0,"desconhecido","nao"
58,"aposentado","divorciado","desconhecido","nao",5920,"sim","nao","celular",23,"jul",255,1,-1,0,"desconhecido","nao"
39,"gestao","solteiro","superior","nao",816,"sim","nao","celular",27,"ago",37,3,-1,0,"desconhecido","nao"
27,"desempregado","solteiro","segundo","nao",3276,"nao","nao","celular",5,"ago",106,1,110,2,"outro","nao"
55,"gestao","divorciado","desconhecido","nao",2,"sim","nao","outro",19,"mai",95,1,-1,0,"desconhecido","nao"
35,"tecnico","solteiro","segundo","nao",-51,"nao","nao","outro",2,"jul",134,2,-1,0,"desconhecido","nao"
37,"tecnico","solteiro","superior","nao",3315,"sim","nao","celular",9,"abr",820,2,-1,0,"desconhecido","nao"
52,"tecnico","casado","segundo","nao",196,"sim","sim","celular",24,"fev",116,1,273,3,"fracassou","nao"
41,"manufatura","casado","segundo","nao",552,"sim","nao","celular",12,"mai",463,1,-1,0,"desconhecido","nao"
52,"gerencia","casado","segundo","nao",2347,"nao","sim","celular",12,"ago",603,3,-1,0,"desconhecido","nao"
34,"manufatura","solteiro","segundo","nao",3723,"sim","nao","outro",27,"mai",47,5,-1,0,"desconhecido","nao"
53,"gestao","divorciado","primeiro","nao",255,"nao","nao","celular",19,"nov",126,1,-1,0,"desconhecido","nao"
33,"gestao","solteiro","superior","nao",3143,"nao","nao","celular",29,"jun",421,2,-1,0,"desconhecido","sim"
47,"autonomo","casado","segundo","nao",0,"nao","nao","outro",26,"jun",174,8,-1,0,"desconhecido","nao"
35,"manufatura","casado","segundo","nao",6411,"sim","sim","celular",30,"jan",144,1,266,2,"fracassou","nao"
33,"gestao","solteiro","superior","nao",1909,"nao","nao","celular",8,"ago",191,2,-1,0,"desconhecido","nao"
55,"manufatura","casado","primeiro","nao",3873,"nao","nao","telefone",21,"abr",222,1,-1,0,"desconhecido","nao"
58,"autonomo","casado","primeiro","nao",1013,"sim","nao","celular",11,"ago",206,1,461,1,"fracassou","sim"
44,"gerencia","casado","segundo","nao",262,"sim","nao","celular",9,"jul",74,1,-1,0,"desconhecido","nao"
25,"servicos","solteiro","segundo","nao",3217,"sim","nao","outro",28,"mai",24,1,-1,0,"desconhecido","nao"
37,"tecnico","solteiro","segundo","nao",5436,"sim","nao","celular",6,"mai",7,11,351,1,"fracassou","nao"
