Código IBGE do Município,Código da Unidade da Federação,Sigla da Unidade da Federação,Nome das Grandes Regiões,Automóvel - Tipo de Veículo,Caminhão - Tipo de Veículo,Caminhão trator - Tipo de Veículo,Caminhonete - Tipo de Veículo,Camioneta - Tipo de Veículo,Micro-ônibus - Tipo de Veículo,Motocicleta - Tipo de Veículo,Motoneta - Tipo de Veículo,Ônibus - Tipo de Veículo,Outros - Tipo de Veículo,Total de Veículos,Trator de rodas - Tipo de Veículo,Utilitário - Tipo de Veículo
240530,24,RN,Nordeste,387,49,1,75,21,4,607,65,6,6,1221,0,0
240540,24,RN,Nordeste,266,39,1,37,5,7,280,8,8,2,654,0,1
240550,24,RN,Nordeste,85,7,0,20,2,0,210,6,1,1,332,0,0
240560,24,RN,Nordeste,609,91,3,289,30,20,1446,373,8,21,2899,0,9
240570,24,RN,Nordeste,906,138,4,203,34,21,1768,418,49,23,3570,0,6
240580,24,RN,Nordeste,2225,298,6,458,81,17,3613,434,30,36,7216,0,18
240590,24,RN,Nordeste,49,4,0,23,5,1,146,18,1,1,249,0,1
240600,24,RN,Nordeste,295,24,0,82,9,13,803,51,2,7,1286,0,0
240610,24,RN,Nordeste,745,115,17,289,28,33,2550,234,7,20,4043,0,5
240615,24,RN,Nordeste,124,9,0,18,4,5,353,20,9,3,545,0,0
240620,24,RN,Nordeste,243,34,0,41,5,6,523,33,11,1,897,0,0
240630,24,RN,Nordeste,292,24,1,55,7,4,568,80,10,3,1045,0,1
240640,24,RN,Nordeste,165,19,1,14,5,2,239,14,1,1,461,0,0
240650,24,RN,Nordeste,734,77,1,257,35,5,1291,161,8,4,2577,0,4
240660,24,RN,Nordeste,429,62,1,82,16,7,779,67,4,3,1454,0,4
240670,24,RN,Nordeste,482,54,1,112,23,4,629,75,9,9,1403,0,5
240680,24,RN,Nordeste,298,21,0,41,10,10,489,12,3,0,885,0,1
240690,24,RN,Nordeste,153,17,0,45,6,7,456,56,2,0,745,0,3
240700,24,RN,Nordeste,452,33,0,152,22,33,421,38,6,1,1167,0,9
240710,24,RN,Nordeste,5562,724,103,803,285,93,6115,222,73,255,14295,7,53
240720,24,RN,Nordeste,1637,195,35,318,76,31,3292,476,55,45,6180,0,20
240725,24,RN,Nordeste,106,13,0,43,3,12,291,27,2,3,500,0,0
240730,24,RN,Nordeste,277,15,0,97,6,12,757,60,2,12,1239,0,1
240740,24,RN,Nordeste,324,36,2,99,7,10,855,234,6,9,1583,0,1
240750,24,RN,Nordeste,455,23,0,90,13,6,449,13,9,9,1076,0,9
240760,24,RN,Nordeste,153,31,4,78,6,8,568,79,2,9,938,0,0
240770,24,RN,Nordeste,665,44,3,74,26,5,1057,57,15,12,1961,0,3
240780,24,RN,Nordeste,1139,88,1,160,61,16,1438,65,12,24,3012,0,8
240790,24,RN,Nordeste,97,9,0,19,4,3,167,17,7,0,323,0,0
240800,24,RN,Nordeste,42102,3592,598,6354,1567,279,40222,11779,258,2459,110126,12,904
240810,24,RN,Nordeste,190717,6358,642,21870,10402,1177,70963,4191,2411,5323,320081,77,5950
240820,24,RN,Nordeste,1443,80,2,256,68,36,1533,72,42,26,3575,0,17
240830,24,RN,Nordeste,2744,354,4,430,129,30,3601,224,56,33,7617,0,12
240840,24,RN,Nordeste,200,19,1,44,6,3,390,68,1,6,738,0,0
240850,24,RN,Nordeste,251,42,0,68,13,5,516,49,5,6,955,0,0
240860,24,RN,Nordeste,167,13,0,52,1,11,344,23,3,3,617,0,0
240870,24,RN,Nordeste,186,14,0,40,6,9,352,21,2,4,634,0,0
240880,24,RN,Nordeste,165,20,0,47,8,6,299,15,12,1,576,0,3
240890,24,RN,Nordeste,1931,391,31,477,79,26,2233,582,33,63,5859,0,13
240895,24,RN,Nordeste,362,32,0,108,13,5,513,9,7,15,1065,0,1
240910,24,RN,Nordeste,577,106,5,124,20,34,909,73,24,10,1890,0,8
240920,24,RN,Nordeste,165,17,0,16,4,7,291,10,3,4,517,0,0
240930,24,RN,Nordeste,890,74,0,230,34,20,1774,269,3,27,3330,0,9
240933,24,RN,Nordeste,354,55,6,31,11,4,351,14,6,6,839,0,1
240940,24,RN,Nordeste,3634,385,25,1102,156,45,6776,1760,30,114,14086,0,59
240950,24,RN,Nordeste,127,11,0,47,2,1,279,7,6,1,481,0,0
240960,24,RN,Nordeste,112,28,0,23,6,2,213,3,9,0,396,0,0
240970,24,RN,Nordeste,275,30,0,58,10,4,426,17,3,4,829,0,2
240980,24,RN,Nordeste,632,42,0,85,29,5,1236,43,12,10,2098,0,4
240990,24,RN,Nordeste,510,56,3,91,13,13,1493,96,14,15,2306,0,2
241000,24,RN,Nordeste,139,7,0,26,3,7,268,20,2,2,474,0,0
241010,24,RN,Nordeste,510,28,0,69,20,3,882,27,8,7,1555,0,1
241020,24,RN,Nordeste,241,40,2,117,21,8,906,142,4,1,1482,0,0
241025,24,RN,Nordeste,190,43,0,49,6,13,303,21,10,4,640,0,1
241030,24,RN,Nordeste,456,34,2,60,8,5,568,46,10,7,1196,0,0
241040,24,RN,Nordeste,355,62,1,85,15,5,606,32,14,3,1179,0,1
241050,24,RN,Nordeste,288,13,0,74,6,5,782,100,2,5,1276,0,1
241060,24,RN,Nordeste,153,10,0,19,6,1,264,44,1,2,502,0,2
241070,24,RN,Nordeste,128,7,0,30,5,3,287,26,1,1,488,0,0
241080,24,RN,Nordeste,157,4,0,48,8,9,499,60,3,2,790,0,0
241090,24,RN,Nordeste,389,27,1,54,7,2,454,8,4,8,955,0,1
241100,24,RN,Nordeste,206,11,0,109,5,6,529,59,1,3,930,0,1
241105,24,RN,Nordeste,360,24,3,39,6,9,317,61,12,16,849,1,1
241110,24,RN,Nordeste,125,13,0,24,16,1,258,4,3,0,444,0,0
241120,24,RN,Nordeste,2926,407,4,477,106,24,5306,684,29,111,10100,1,25
241140,24,RN,Nordeste,485,70,2,205,32,14,1104,55,8,11,1989,0,3
241142,24,RN,Nordeste,149,17,0,22,3,4,196,23,1,0,415,0,0
241150,24,RN,Nordeste,1532,88,0,247,63,39,2313,140,21,14,4459,0,2
241160,24,RN,Nordeste,113,6,0,29,5,0,238,15,6,1,413,0,0
241170,24,RN,Nordeste,161,18,0,30,3,1,317,16,2,1,549,0,0
241180,24,RN,Nordeste,143,12,1,74,13,11,268,51,3,3,580,0,1
241190,24,RN,Nordeste,188,18,0,48,4,4,604,137,2,6,1013,1,1
241200,24,RN,Nordeste,6821,366,40,687,353,105,5121,156,250,164,14106,1,42
241210,24,RN,Nordeste,300,44,2,108,13,20,614,81,2,4,1189,0,1
241220,24,RN,Nordeste,3139,240,16,439,156,33,2912,94,57,78,7187,0,23
241230,24,RN,Nordeste,474,70,0,87,21,4,610,65,13,8,1357,0,5
241240,24,RN,Nordeste,187,27,3,71,8,8,533,35,2,7,881,0,0
241250,24,RN,Nordeste,1154,165,1,381,45,34,3096,261,21,11,5185,0,16
241255,24,RN,Nordeste,330,19,0,84,22,8,575,45,11,3,1104,0,7
241260,24,RN,Nordeste,1090,115,3,202,45,10,1695,162,16,17,3365,2,8
241270,24,RN,Nordeste,360,30,0,57,18,2,421,11,5,3,909,0,2
241280,24,RN,Nordeste,398,28,0,113,12,11,712,65,3,6,1348,0,0
241290,24,RN,Nordeste,362,57,1,67,14,5,734,39,25,8,1315,0,3
241300,24,RN,Nordeste,364,46,0,88,17,5,726,92,5,6,1351,0,2
241310,24,RN,Nordeste,294,14,0,31,9,3,364,16,7,5,743,0,0
241320,24,RN,Nordeste,152,10,0,26,12,2,259,4,3,3,472,0,1
241330,24,RN,Nordeste,213,26,0,45,5,6,392,15,3,2,708,0,1
241335,24,RN,Nordeste,841,76,3,260,38,10,965,80,10,11,2295,0,1
241340,24,RN,Nordeste,370,73,0,228,26,16,646,107,4,15,1489,0,4
241350,24,RN,Nordeste,407,25,0,55,11,15,623,51,8,1,1196,0,0
241355,24,RN,Nordeste,142,26,1,51,4,8,531,74,2,3,842,0,0
241360,24,RN,Nordeste,289,26,3,113,4,5,888,147,6,9,1490,0,0
241370,24,RN,Nordeste,174,19,0,22,6,4,264,13,1,0,503,0,0
241380,24,RN,Nordeste,71,6,2,37,6,8,297,40,2,4,473,0,0
241390,24,RN,Nordeste,519,59,7,76,24,3,662,16,13,25,1406,0,2
241400,24,RN,Nordeste,893,111,5,136,15,8,1258,91,26,32,2580,0,5
241410,24,RN,Nordeste,455,37,4,537,33,12,730,83,3,17,1924,0,13
241415,24,RN,Nordeste,287,42,0,95,17,6,553,44,5,7,1056,0,0
241420,24,RN,Nordeste,998,42,0,194,64,37,550,47,12,27,2003,0,32
241430,24,RN,Nordeste,112,18,0,48,6,7,223,18,2,4,439,0,1
241440,24,RN,Nordeste,1098,158,0,429,56,32,2412,92,42,25,4353,1,8
241445,24,RN,Nordeste,114,11,0,34,9,8,264,13,1,2,456,0,0
241450,24,RN,Nordeste,540,54,13,178,15,26,1324,270,3,37,2465,0,5
241460,24,RN,Nordeste,455,57,6,127,9,11,1179,181,10,19,2057,0,3
241470,24,RN,Nordeste,281,10,0,22,14,4,365,19,7,4,726,0,0
241475,24,RN,Nordeste,99,17,0,38,3,8,246,9,2,2,425,0,1
241480,24,RN,Nordeste,620,136,0,152,34,6,1153,41,25,1,2171,0,3
241490,24,RN,Nordeste,82,3,1,11,3,1,153,9,1,1,267,0,2
241500,24,RN,Nordeste,158,11,0,14,2,1,247,12,3,1,450,0,1
250010,25,PB,Nordeste,157,11,0,76,10,6,231,18,5,0,514,0,0
250020,25,PB,Nordeste,138,7,0,68,1,5,447,15,1,0,682,0,0
250030,25,PB,Nordeste,1087,98,5,149,128,27,1809,180,37,12,3543,0,11
250040,25,PB,Nordeste,1013,127,0,317,134,48,1164,74,11,6,2898,0,4
250050,25,PB,Nordeste,588,47,6,73,23,17,868,74,27,11,1737,0,3
250053,25,PB,Nordeste,186,42,0,52,18,20,185,9,14,0,526,0,0
250057,25,PB,Nordeste,95,17,0,17,9,0,62,3,2,0,205,0,0
250060,25,PB,Nordeste,1322,126,6,239,82,19,905,28,16,10,2757,0,4
250070,25,PB,Nordeste,548,48,7,137,16,7,1977,483,18,17,3262,0,4
250073,25,PB,Nordeste,62,9,0,9,5,4,130,3,6,0,228,0,0
250077,25,PB,Nordeste,225,33,0,50,26,4,728,157,13,2,1238,0,0
250080,25,PB,Nordeste,614,51,0,135,24,2,1766,108,42,1,2744,0,1
250090,25,PB,Nordeste,469,57,5,102,73,5,423,69,18,8,1229,0,0
250100,25,PB,Nordeste,718,84,0,144,48,36,1563,250,17,11,2872,0,1
250110,25,PB,Nordeste,1506,107,5,239,59,32,1571,192,19,16,3749,0,3
250115,25,PB,Nordeste,50,5,0,14,4,2,120,3,2,0,200,0,0
250120,25,PB,Nordeste,290,28,2,40,26,4,219,22,7,5,643,0,0
250130,25,PB,Nordeste,396,58,1,86,57,37,722,50,16,2,1426,0,1
250135,25,PB,Nordeste,125,28,0,24,5,9,96,11,4,0,303,0,1
250140,25,PB,Nordeste,241,13,0,46,20,6,516,27,7,3,881,0,2
250150,25,PB,Nordeste,1162,78,0,165,69,17,1119,103,22,5,2745,0,5
250153,25,PB,Nordeste,143,27,0,32,5,2,138,17,2,7,373,0,0
250157,25,PB,Nordeste,243,60,0,44,19,5,343,15,14,2,746,0,1
250160,25,PB,Nordeste,540,74,2,132,15,7,416,96,14,10,1307,0,1
250170,25,PB,Nordeste,98,8,0,26,3,1,117,4,3,0,260,0,0
250180,25,PB,Nordeste,9773,657,101,833,291,28,7405,330,155,213,19815,0,29
250190,25,PB,Nordeste,1086,119,8,129,32,9,976,126,11,13,2511,0,2
250200,25,PB,Nordeste,93,10,3,38,6,12,505,111,2,5,786,0,1
250205,25,PB,Nordeste,47,3,0,20,2,0,215,1,5,0,293,0,0
250210,25,PB,Nordeste,130,11,0,28,4,2,497,17,1,1,691,0,0
250215,25,PB,Nordeste,482,102,14,67,26,10,471,62,16,19,1269,0,0
250220,25,PB,Nordeste,90,9,0,10,2,0,221,27,2,1,362,0,0
250230,25,PB,Nordeste,105,4,0,43,13,2,788,49,6,0,1010,0,0
250240,25,PB,Nordeste,250,19,1,115,13,10,1050,84,2,7,1552,0,1
250250,25,PB,Nordeste,895,195,12,255,57,13,1342,139,20,28,2960,0,4
250260,25,PB,Nordeste,181,12,0,52,2,9,654,32,3,0,945,0,0
250270,25,PB,Nordeste,232,27,0,39,9,19,252,13,2,1,594,0,0
250280,25,PB,Nordeste,288,75,3,127,19,12,1374,578,3,11,2491,0,1
250290,25,PB,Nordeste,183,15,0,38,4,2,707,75,1,1,1026,0,0
250300,25,PB,Nordeste,782,38,13,78,37,7,442,57,9,33,1498,0,2
250310,25,PB,Nordeste,312,23,0,70,10,3,305,17,12,0,753,0,1
250320,25,PB,Nordeste,9880,464,122,1277,610,37,4157,494,25,324,17662,1,271
250330,25,PB,Nordeste,261,16,6,54,5,1,965,52,5,11,1376,0,0
250340,25,PB,Nordeste,71,5,0,25,2,1,281,17,4,0,406,0,0
250350,25,PB,Nordeste,489,65,2,84,28,16,906,96,34,5,1728,0,3
250355,25,PB,Nordeste,140,2,0,53,2,4,443,20,2,0,667,0,1
250360,25,PB,Nordeste,270,14,0,48,7,4,534,47,4,0,928,0,0
250370,25,PB,Nordeste,7153,433,24,1466,283,48,10168,2273,50,108,22063,0,57
250375,25,PB,Nordeste,46,4,0,45,17,2,261,59,2,0,436,0,0
250380,25,PB,Nordeste,271,30,3,35,7,4,526,33,4,5,919,0,1
250390,25,PB,Nordeste,109,30,3,57,5,8,252,13,13,3,494,0,1
250400,25,PB,Nordeste,63915,4267,643,8349,2996,312,42480,7309,699,1821,133515,3,721
250403,25,PB,Nordeste,269,23,1,32,8,5,245,26,10,1,620,0,0
250407,25,PB,Nordeste,69,7,0,26,5,7,90,1,3,2,210,0,0
250410,25,PB,Nordeste,36,2,0,22,3,2,235,13,2,2,317,0,0
250415,25,PB,Nordeste,221,31,0,40,27,6,130,32,16,1,504,0,0
250420,25,PB,Nordeste,96,12,0,27,8,2,207,13,2,5,372,0,0
250430,25,PB,Nordeste,2215,237,23,532,84,34,4354,1640,16,65,9220,0,20
250435,25,PB,Nordeste,304,91,2,122,31,12,345,25,10,6,948,0,0
250440,25,PB,Nordeste,683,79,1,234,28,31,2068,202,9,8,3348,0,5
250450,25,PB,Nordeste,161,30,0,55,14,8,519,94,7,5,894,0,1
250460,25,PB,Nordeste,1300,86,9,246,82,15,1576,22,14,31,3389,0,8
250470,25,PB,Nordeste,95,21,0,48,9,5,269,8,5,0,460,0,0
250480,25,PB,Nordeste,432,55,4,243,31,16,1859,238,8,12,2903,0,5
250485,25,PB,Nordeste,41,3,0,27,8,7,120,15,0,0,221,0,0
250490,25,PB,Nordeste,705,27,3,62,16,5,1604,36,19,6,2486,0,3
250500,25,PB,Nordeste,234,34,0,45,8,3,340,21,2,7,695,0,1
250510,25,PB,Nordeste,863,83,4,166,45,8,1042,169,11,27,2425,0,7
250520,25,PB,Nordeste,318,19,0,39,13,3,401,70,3,4,870,0,0
250523,25,PB,Nordeste,249,10,0,31,10,10,387,27,25,0,749,0,0
250527,25,PB,Nordeste,184,14,0,38,7,4,451,39,16,0,754,0,1
250530,25,PB,Nordeste,30,4,0,20,1,0,248,3,1,0,307,0,0
250535,25,PB,Nordeste,147,18,0,31,12,3,96,0,6,1,314,0,0
250540,25,PB,Nordeste,285,29,10,78,14,11,703,130,4,13,1281,0,4
250550,25,PB,Nordeste,65,15,0,63,4,1,346,84,4,0,582,0,0
250560,25,PB,Nordeste,123,12,0,44,2,2,603,31,2,1,820,0,0
250570,25,PB,Nordeste,324,40,0,54,15,8,526,21,20,1,1009,0,0
250580,25,PB,Nordeste,180,9,0,30,5,5,263,34,4,0,530,0,0
250590,25,PB,Nordeste,57,3,0,15,4,4,181,9,2,1,276,0,0
250600,25,PB,Nordeste,2359,504,46,369,139,29,2341,386,92,105,6387,0,17
250610,25,PB,Nordeste,409,37,1,91,14,7,895,33,21,2,1511,0,1
250620,25,PB,Nordeste,59,6,0,14,4,1,170,8,4,0,266,0,0
250625,25,PB,Nordeste,199,34,0,25,27,18,238,6,10,2,560,0,1
250630,25,PB,Nordeste,5260,504,37,902,236,61,6012,1306,146,96,14595,0,35
250640,25,PB,Nordeste,502,41,0,61,21,9,831,54,21,6,1549,0,3
250650,25,PB,Nordeste,96,8,0,17,3,4,139,4,2,0,274,0,1
250660,25,PB,Nordeste,140,10,0,47,4,2,654,37,2,1,897,0,0
250670,25,PB,Nordeste,164,8,3,72,4,8,372,49,3,2,685,0,0
250680,25,PB,Nordeste,1011,97,5,113,69,7,1650,100,25,10,3088,0,1
250690,25,PB,Nordeste,1809,146,0,328,147,8,1651,164,37,41,4338,0,7
250700,25,PB,Nordeste,1084,114,3,308,41,36,2812,333,17,21,4779,0,10
250710,25,PB,Nordeste,865,94,0,158,27,3,1695,230,22,3,3099,0,2
250720,25,PB,Nordeste,233,39,4,69,8,2,678,29,9,13,1090,0,6
250730,25,PB,Nordeste,705,58,2,164,18,5,1202,58,17,12,2243,0,2
250740,25,PB,Nordeste,246,18,1,74,7,4,881,89,1,1,1322,0,0
250750,25,PB,Nordeste,162469,5383,417,18168,7992,944,71717,4046,1733,2581,278565,17,3098
250760,25,PB,Nordeste,352,26,0,43,14,3,563,43,14,2,1060,0,0
250770,25,PB,Nordeste,602,65,4,114,27,17,728,44,11,12,1625,0,1
250780,25,PB,Nordeste,287,51,1,48,7,5,252,12,3,3,669,0,0
250790,25,PB,Nordeste,374,38,1,50,7,2,204,16,19,8,719,0,0
250800,25,PB,Nordeste,123,12,0,43,5,7,506,38,2,0,736,0,0
250810,25,PB,Nordeste,95,10,0,31,11,3,462,44,5,0,661,0,0
250820,25,PB,Nordeste,356,28,0,75,13,7,638,58,9,1,1186,0,1
250830,25,PB,Nordeste,1694,176,2,391,159,49,2379,242,19,19,5136,0,6
250840,25,PB,Nordeste,69,3,0,29,1,4,241,13,2,1,363,0,0
250850,25,PB,Nordeste,191,32,0,64,13,7,370,28,5,4,715,0,1
250855,25,PB,Nordeste,96,2,0,16,2,4,219,17,9,0,365,0,0
250860,25,PB,Nordeste,567,21,0,99,20,4,958,67,9,8,1755,0,2
250870,25,PB,Nordeste,66,5,0,32,2,0,207,6,3,0,321,0,0
250880,25,PB,Nordeste,154,12,0,48,10,7,499,110,2,3,846,0,1
250890,25,PB,Nordeste,3443,394,11,492,116,12,4531,554,79,109,9765,0,24
250900,25,PB,Nordeste,68,11,0,26,4,8,385,7,2,2,514,0,1
250905,25,PB,Nordeste,266,2,0,46,7,6,300,16,11,0,654,0,0
250910,25,PB,Nordeste,889,103,0,115,32,9,1489,275,43,10,2969,1,3
250915,25,PB,Nordeste,184,23,0,17,9,6,504,92,2,1,838,0,0
250920,25,PB,Nordeste,470,28,4,146,56,8,915,44,9,7,1687,0,0
250930,25,PB,Nordeste,328,38,0,55,9,4,602,24,14,7,1082,0,1
250933,25,PB,Nordeste,122,9,0,78,14,1,206,14,3,0,447,0,0
250937,25,PB,Nordeste,82,8,0,40,11,3,301,60,2,0,508,0,1
250939,25,PB,Nordeste,169,14,1,78,14,13,495,37,3,1,825,0,0
250940,25,PB,Nordeste,286,31,1,52,5,7,955,56,7,0,1400,0,0
250950,25,PB,Nordeste,289,23,0,39,7,3,212,25,6,3,609,0,2
250960,25,PB,Nordeste,120,6,0,31,6,2,434,51,3,1,654,0,0
250970,25,PB,Nordeste,1748,233,55,398,132,74,2701,458,40,99,5949,0,11
250980,25,PB,Nordeste,280,39,0,34,6,7,705,24,13,1,1109,0,0
250990,25,PB,Nordeste,99,20,0,32,5,1,148,4,4,0,313,0,0
251000,25,PB,Nordeste,138,21,0,57,8,7,546,58,4,2,841,0,0
251010,25,PB,Nordeste,302,47,2,59,16,10,366,54,8,7,871,0,0
251020,25,PB,Nordeste,98,19,0,52,9,8,518,34,4,1,743,0,0
251030,25,PB,Nordeste,153,19,0,12,7,1,179,23,3,0,397,0,0
251040,25,PB,Nordeste,124,5,0,83,12,5,298,27,4,2,560,0,0
251050,25,PB,Nordeste,176,27,0,29,1,5,168,5,8,0,419,0,0
251060,25,PB,Nordeste,88,9,0,12,7,3,161,15,3,1,299,0,0
251065,25,PB,Nordeste,55,4,0,13,2,0,174,4,1,0,253,0,0
251070,25,PB,Nordeste,104,17,0,30,5,0,182,18,2,0,358,0,0
251080,25,PB,Nordeste,11038,761,63,2091,432,138,15700,5126,51,306,35813,0,107
251090,25,PB,Nordeste,296,51,3,168,24,10,1131,253,6,10,1952,0,0
251100,25,PB,Nordeste,59,7,0,24,2,3,283,8,4,1,391,0,0
251110,25,PB,Nordeste,245,39,3,71,13,5,335,23,5,1,740,0,0
251120,25,PB,Nordeste,1277,252,14,292,76,21,784,107,72,130,3027,1,1
251130,25,PB,Nordeste,687,89,5,255,38,18,1752,295,4,10,3168,0,15
251140,25,PB,Nordeste,705,112,4,173,28,9,1379,276,38,19,2747,0,4
251150,25,PB,Nordeste,440,25,0,58,12,2,806,30,11,4,1390,0,2
251160,25,PB,Nordeste,252,25,1,32,12,3,489,60,7,2,883,0,0
251170,25,PB,Nordeste,217,12,1,24,5,5,453,42,5,1,765,0,0
251180,25,PB,Nordeste,480,27,1,62,17,0,667,91,11,2,1359,0,1
251190,25,PB,Nordeste,327,19,1,86,21,15,330,21,7,2,832,0,3
251200,25,PB,Nordeste,824,103,4,136,27,19,597,64,23,16,1815,0,2
251203,25,PB,Nordeste,65,4,0,20,1,0,405,8,4,0,507,0,0
251207,25,PB,Nordeste,95,4,0,20,5,2,467,51,4,0,648,0,0
251210,25,PB,Nordeste,1667,309,14,569,172,39,4059,1201,16,71,8129,0,12
251220,25,PB,Nordeste,112,18,1,26,9,9,203,20,5,2,405,0,0
251230,25,PB,Nordeste,645,92,4,209,42,75,1160,125,8,20,2380,0,0
251240,25,PB,Nordeste,607,68,7,100,24,20,595,84,10,10,1527,0,2
251250,25,PB,Nordeste,3166,430,34,601,295,95,3796,430,86,59,8999,0,7
251260,25,PB,Nordeste,58,6,1,12,8,3,190,7,3,1,290,0,1
251270,25,PB,Nordeste,1230,218,12,213,120,7,1118,108,18,18,3064,0,2
251272,25,PB,Nordeste,159,18,0,38,2,1,406,13,3,0,641,0,1
251274,25,PB,Nordeste,85,3,0,14,6,1,184,3,6,0,302,0,0
251275,25,PB,Nordeste,251,15,0,24,8,0,308,19,3,5,633,0,0
251276,25,PB,Nordeste,195,11,0,35,5,1,410,31,9,0,697,0,0
251278,25,PB,Nordeste,65,9,2,13,6,4,61,0,3,2,165,0,0
251280,25,PB,Nordeste,184,19,0,115,11,3,715,179,5,2,1233,0,0
251290,25,PB,Nordeste,1792,84,2,163,59,6,1689,264,30,18,4122,0,15
251300,25,PB,Nordeste,85,4,0,11,2,2,136,4,4,0,248,0,0
251310,25,PB,Nordeste,310,13,0,67,19,4,509,30,5,3,960,0,0
251315,25,PB,Nordeste,49,22,3,33,3,3,84,1,6,5,209,0,0
251320,25,PB,Nordeste,194,10,0,40,5,3,453,43,9,2,760,0,1
251330,25,PB,Nordeste,166,7,0,55,8,2,527,68,8,2,843,0,0
251335,25,PB,Nordeste,55,10,1,30,2,3,419,7,1,1,529,0,0
251340,25,PB,Nordeste,1241,165,12,281,67,15,1704,390,14,18,3909,0,2
251350,25,PB,Nordeste,62,2,0,31,2,1,591,16,3,1,709,0,0
251360,25,PB,Nordeste,161,16,0,87,5,6,485,16,1,1,779,0,1
251365,25,PB,Nordeste,75,2,0,22,5,1,237,25,4,0,371,0,0
251370,25,PB,Nordeste,11795,733,99,1102,321,62,9478,357,241,433,24662,5,36
251380,25,PB,Nordeste,140,21,0,45,21,4,533,64,6,1,835,0,0
251385,25,PB,Nordeste,92,17,0,21,0,5,153,2,19,1,310,0,0
251390,25,PB,Nordeste,1146,257,25,597,57,26,4306,2637,17,52,9147,0,27
251392,25,PB,Nordeste,70,12,0,39,31,4,247,46,2,3,454,0,0
251394,25,PB,Nordeste,80,9,0,20,11,0,177,12,3,0,312,0,0
251396,25,PB,Nordeste,43,4,0,21,12,3,294,35,4,0,416,0,0
251398,25,PB,Nordeste,126,8,0,21,4,1,393,41,3,2,599,0,0
251400,25,PB,Nordeste,237,20,0,50,11,4,281,16,7,3,630,0,1
251410,25,PB,Nordeste,46,10,0,28,2,2,149,1,2,1,241,0,0
251420,25,PB,Nordeste,119,15,0,64,16,6,444,20,5,3,693,0,1
251430,25,PB,Nordeste,82,3,0,64,4,4,546,15,4,0,722,0,0
251440,25,PB,Nordeste,73,13,0,37,7,5,309,20,4,2,470,0,0
251445,25,PB,Nordeste,180,17,0,29,38,1,346,11,8,1,631,0,0
251450,25,PB,Nordeste,682,30,0,247,19,7,2084,454,6,16,3549,0,4
251455,25,PB,Nordeste,22,2,0,16,2,2,127,9,3,1,184,0,0
251460,25,PB,Nordeste,84,9,0,25,3,1,434,33,3,2,594,0,0
251465,25,PB,Nordeste,27,3,0,11,2,1,90,15,1,0,150,0,0
251470,25,PB,Nordeste,149,16,0,35,4,2,277,32,2,1,518,0,0
251480,25,PB,Nordeste,85,9,0,14,3,3,147,2,3,0,266,0,0
251490,25,PB,Nordeste,330,23,8,52,12,2,692,94,3,8,1224,0,0
251500,25,PB,Nordeste,157,22,1,17,4,0,308,6,5,3,523,0,0
251510,25,PB,Nordeste,594,52,5,92,30,16,764,60,10,5,1628,0,0
251520,25,PB,Nordeste,61,11,0,25,2,2,157,6,4,0,268,0,0
251530,25,PB,Nordeste,3130,338,11,421,103,27,4565,947,87,61,9702,2,10
251540,25,PB,Nordeste,252,16,1,48,24,6,352,6,6,1,713,0,1
251550,25,PB,Nordeste,646,88,0,157,38,22,749,59,10,1,1771,0,1
251560,25,PB,Nordeste,112,5,0,14,0,0,125,8,5,0,269,0,0
251570,25,PB,Nordeste,60,4,0,25,1,0,215,6,3,1,315,0,0
251580,25,PB,Nordeste,281,19,0,46,30,7,628,32,2,0,1046,0,1
251590,25,PB,Nordeste,260,14,2,26,11,10,255,12,5,1,596,0,0
251593,25,PB,Nordeste,225,7,0,21,7,3,373,34,8,0,678,0,0
251597,25,PB,Nordeste,431,57,0,119,11,5,796,107,5,2,1533,0,0
251600,25,PB,Nordeste,1924,193,2,339,118,27,1893,370,33,26,4930,0,5
251610,25,PB,Nordeste,828,153,15,144,35,22,1143,141,17,28,2526,0,0
251615,25,PB,Nordeste,107,22,0,23,5,3,74,2,4,0,240,0,0
251620,25,PB,Nordeste,5721,714,57,1117,198,45,10578,2841,59,195,21594,0,69
251630,25,PB,Nordeste,925,92,7,192,48,24,1189,124,15,15,2636,0,5
251640,25,PB,Nordeste,296,32,1,42,12,6,439,32,15,0,876,0,1
251650,25,PB,Nordeste,437,77,3,108,18,11,774,72,5,16,1525,0,4
251660,25,PB,Nordeste,130,26,2,55,5,6,549,19,6,2,800,0,0
251670,25,PB,Nordeste,1162,86,2,312,41,15,2427,232,17,9,4307,0,4
251675,25,PB,Nordeste,82,12,2,35,17,1,67,1,3,2,222,0,0
251680,25,PB,Nordeste,185,11,0,65,10,4,1064,83,4,3,1430,0,1
251690,25,PB,Nordeste,734,66,7,266,19,9,2743,383,6,21,4261,0,7
251700,25,PB,Nordeste,269,58,0,124,49,24,245,16,24,1,811,0,1
251710,25,PB,Nordeste,92,14,0,33,8,5,270,32,4,3,461,0,0
251720,25,PB,Nordeste,130,13,0,36,1,3,442,34,10,0,669,0,0
251740,25,PB,Nordeste,43,9,0,8,2,2,117,8,2,0,191,0,0
260005,26,PE,Nordeste,10380,520,80,751,1002,53,6563,192,361,179,20097,0,16
260010,26,PE,Nordeste,3558,351,19,1074,150,38,6556,697,52,228,12746,0,23
260020,26,PE,Nordeste,423,143,4,316,32,7,3040,162,13,22,4163,0,1
