Country or Area,Year,Scope,Value,Value Footnotes
Estonia,2006,Not applicable,124.3657005,
Estonia,2005,Not applicable,119.0332846,
Estonia,2004,Not applicable,114.371721,
Estonia,2003,Not applicable,110.9830567,
Estonia,2002,Not applicable,109.5209426,
Estonia,2001,Not applicable,105.7538488,
Estonia,2000,Not applicable,100,
Estonia,1999,Not applicable,96.15550013,
Estonia,1998,Not applicable,93.05925862,
Estonia,1997,Not applicable,86.00670852,4
Estonia,1996,Not applicable,77.3301591,
Estonia,1995,Not applicable,62.84724961,
Estonia,1994,Not applicable,48.72723763,
Estonia,1993,Not applicable,32.99068221,4
Estonia,1992,Not applicable,17.38132569,
Estonia,1991,Not applicable,1.478125033,
Ethiopia,2008,Not applicable,266.7957895,9
Ethiopia,2007,Not applicable,184.8084211,"4,9"
Ethiopia,2006,Not applicable,156.5789474,9
Ethiopia,2005,Not applicable,137.9554656,9
Ethiopia,2004,Not applicable,123.6133603,9
Ethiopia,2003,Not applicable,119.6356275,9
Ethiopia,2002,Not applicable,101.6194332,9
Ethiopia,2002,Addis Ababa,93.73284523,52
Ethiopia,2001,Addis Ababa,94.52776645,"4,52"
Ethiopia,2001,Not applicable,100,9
Ethiopia,2000,Addis Ababa,100,52
Ethiopia,1999,Addis Ababa,98.14643188,52
Ethiopia,1998,Addis Ababa,94.53197405,52
Ethiopia,1997,Addis Ababa,93.6978684,"52,53"
Ethiopia,1996,Addis Ababa,177.875781,"52,54"
Ethiopia,1995,Addis Ababa,183.8662257,52
Ethiopia,1994,Addis Ababa,167.1260566,52
Ethiopia,1993,Addis Ababa,155.3289232,52
Ethiopia,1992,Addis Ababa,150.0183756,52
Ethiopia,1991,Addis Ababa,135.722161,52
Ethiopia,1990,Addis Ababa,100,52
Ethiopia,1989,Addis Ababa,95.11209114,52
Ethiopia,1988,Addis Ababa,88.20286659,52
Ethiopia,1987,Addis Ababa,82.37780228,52
Ethiopia,1986,Addis Ababa,84.41749357,52
Ethiopia,1985,Addis Ababa,93.60529217,52
Ethiopia,1984,Addis Ababa,78.61080485,52
Ethiopia,1983,Addis Ababa,72.51010658,52
Ethiopia,1982,Addis Ababa,71.95883866,52
Ethiopia,1981,Addis Ababa,68.94524072,52
Ethiopia,1980,Addis Ababa,64.95773613,52
Ethiopia,1979,Addis Ababa,62.18302095,52
Ethiopia,1978,Addis Ababa,53.58324146,52
Ethiopia,1977,Addis Ababa,46.83939728,52
Ethiopia,1976,Addis Ababa,40.18743109,52
Ethiopia,1975,Addis Ababa,31.25689085,52
Ethiopia,1974,Addis Ababa,29.34582874,52
Ethiopia,1973,Addis Ababa,27.01212789,52
Ethiopia,1972,Addis Ababa,24.80705623,52
Ethiopia,1971,Addis Ababa,26.40573319,52
Ethiopia,1970,Addis Ababa,26.27710401,52
Ethiopia,1969,Addis Ababa,23.85152518,52
Faeroe Islands,2008,Not applicable,122.1538502,55
Faeroe Islands,2007,Not applicable,114.9104514,55
Faeroe Islands,2006,Not applicable,110.9537971,55
Faeroe Islands,2005,Not applicable,109.2790228,55
Faeroe Islands,2004,Not applicable,107.185555,55
Faeroe Islands,2003,Not applicable,106.4528412,55
Faeroe Islands,2002,Not applicable,105.1967605,"4,55"
Faeroe Islands,2001,Not applicable,104.9389272,55
Faeroe Islands,2000,Not applicable,100,55
Faeroe Islands,1999,Not applicable,96.0701009,55
Faeroe Islands,1998,Not applicable,91.29049389,55
Faeroe Islands,1997,Not applicable,87.41370154,55
Faeroe Islands,1996,Not applicable,85.07700478,55
Faeroe Islands,1995,Not applicable,83.00584174,55
Faeroe Islands,1994,Not applicable,80.24429103,55
Faeroe Islands,1993,Not applicable,77.85448752,55
Faeroe Islands,1992,Not applicable,74.29633564,55
Faeroe Islands,1991,Not applicable,73.07488051,55
Faeroe Islands,1990,Not applicable,70.36643654,55
Faeroe Islands,1989,Not applicable,66.96760489,55
Faeroe Islands,1988,Not applicable,63.03770579,55
Faeroe Islands,1987,Not applicable,60.96654275,55
Faeroe Islands,1986,Not applicable,61.07275624,55
Faeroe Islands,1985,Not applicable,61.07275624,55
Faeroe Islands,1984,Not applicable,58.15188529,55
Faeroe Islands,1983,Not applicable,53.95645247,55
Faeroe Islands,1982,Not applicable,49.97344663,55
Faeroe Islands,1981,Not applicable,44.82209241,55
Faeroe Islands,1980,Not applicable,39.08656399,"4,55"
Faeroe Islands,1979,Not applicable,33.00723543,55
Faeroe Islands,1978,Not applicable,30.23563551,55
Faeroe Islands,1977,Not applicable,28.21992647,55
Faeroe Islands,1976,Not applicable,26.73334106,"13,55"
Faeroe Islands,1975,Not applicable,100,"55,56"
Faeroe Islands,1974,Not applicable,91.56118144,55
Faeroe Islands,1973,Not applicable,78.48101266,55
Faeroe Islands,1972,Not applicable,71.41350211,55
Faeroe Islands,1971,Not applicable,65.18987342,55
Faeroe Islands,1970,Not applicable,60.75949367,55
Faeroe Islands,1969,Not applicable,56.64556962,55
Falkland Islands (Malvinas),2003,Stanley,103.2068311,
Falkland Islands (Malvinas),2002,Stanley,101.9924099,
Falkland Islands (Malvinas),2001,Stanley,101.3472486,
Falkland Islands (Malvinas),2000,Stanley,100,
Falkland Islands (Malvinas),1999,Stanley,96.01518027,4
Falkland Islands (Malvinas),1998,Stanley,92.12935489,
Falkland Islands (Malvinas),1997,Stanley,89.84537173,
Falkland Islands (Malvinas),1996,Stanley,88.78168815,
Falkland Islands (Malvinas),1995,Stanley,84.52695381,
Falkland Islands (Malvinas),1994,Stanley,81.70786603,
Falkland Islands (Malvinas),1993,Stanley,81.21844106,
Falkland Islands (Malvinas),1992,Stanley,80.43536112,
Falkland Islands (Malvinas),1991,Stanley,75.48238051,
Falkland Islands (Malvinas),1990,Stanley,71.99114911,4
Falkland Islands (Malvinas),1988,Stanley,63.87743637,
Falkland Islands (Malvinas),1987,Stanley,59.53815691,
Falkland Islands (Malvinas),1986,Stanley,58.19306562,
Falkland Islands (Malvinas),1985,Stanley,54.43193008,
Falkland Islands (Malvinas),1984,Stanley,49.80997877,
Falkland Islands (Malvinas),1983,Stanley,46.5693861,
Falkland Islands (Malvinas),1982,Stanley,43.69253342,
Falkland Islands (Malvinas),1981,Stanley,40.77621335,
Falkland Islands (Malvinas),1980,Stanley,36.06466041,
Falkland Islands (Malvinas),1979,Stanley,31.4352423,
Falkland Islands (Malvinas),1978,Stanley,28.70452563,
Falkland Islands (Malvinas),1977,Stanley,26.49008508,
Falkland Islands (Malvinas),1976,Stanley,22.63508115,
Falkland Islands (Malvinas),1975,Stanley,20.41104043,
Falkland Islands (Malvinas),1974,Stanley,16.55816988,
Falkland Islands (Malvinas),1973,Stanley,13.86372054,
Falkland Islands (Malvinas),1972,Stanley,11.56607846,57
Falkland Islands (Malvinas),1971,Stanley,10.666862,58
Fiji,2008,Not applicable,133.3249164,
Fiji,2007,Not applicable,123.6536789,4
Fiji,2006,Not applicable,118.0602007,
Fiji,2005,Not applicable,115.1337793,
Fiji,2004,Not applicable,112.541806,
Fiji,2003,Not applicable,109.4481605,
Fiji,2002,Not applicable,105.0167224,
Fiji,2001,Not applicable,104.2642141,
Fiji,2000,Not applicable,100,
Fiji,1999,Not applicable,98.91304348,
Fiji,1998,Not applicable,96.98996656,
Fiji,1997,Not applicable,91.72240803,
Fiji,1996,Not applicable,88.71237458,
Fiji,1995,Not applicable,86.12040134,
Fiji,1994,Not applicable,84.28093646,
Fiji,1993,Not applicable,83.61204013,4
Fiji,1992,Not applicable,79.49068264,
Fiji,1991,Not applicable,75.7814609,
Fiji,1990,Not applicable,71.14493372,
Fiji,1989,Not applicable,65.78716898,
Fiji,1988,Not applicable,61.9749133,
Fiji,1987,Not applicable,55.43225828,
Fiji,1986,Not applicable,52.4442741,
Fiji,1985,Not applicable,51.51696866,4
Fiji,1984,Not applicable,49.35699563,
Fiji,1983,Not applicable,46.87463857,
Fiji,1982,Not applicable,43.90870545,
Fiji,1981,Not applicable,41.03948755,
Fiji,1980,Not applicable,36.91297191,
Fiji,1979,Not applicable,32.23840342,4
Fiji,1978,Not applicable,29.92602541,
Fiji,1977,Not applicable,28.21101172,
Fiji,1976,Not applicable,26.36110931,
Fiji,1975,Not applicable,23.66333496,
Fiji,1974,Not applicable,20.92702099,4
Fiji,1973,Not applicable,18.28498459,
Fiji,1972,Not applicable,16.44079086,
Fiji,1971,Not applicable,15.06745511,
Fiji,1970,Not applicable,14.15189794,
Fiji,1969,Not applicable,13.58948425,
Finland,2008,Not applicable,115.0146,
Finland,2007,Not applicable,110.5542,
Finland,2006,Not applicable,107.8992,4
Finland,2005,Not applicable,106.2,
Finland,2004,Not applicable,105.3,
Finland,2003,Not applicable,105.1,
Finland,2002,Not applicable,104.2,
Finland,2001,Not applicable,102.6,
Finland,2000,Not applicable,100,4
Finland,1999,Not applicable,96.66666667,
Finland,1998,Not applicable,95.55555556,
Finland,1997,Not applicable,94.25925926,
Finland,1996,Not applicable,93.14814815,
Finland,1995,Not applicable,92.59259259,4
Finland,1994,Not applicable,91.68320106,
Finland,1993,Not applicable,90.69113757,
Finland,1992,Not applicable,88.78968254,
Finland,1991,Not applicable,86.22685185,
Finland,1990,Not applicable,82.67195767,4
Finland,1989,Not applicable,77.93114627,
Finland,1988,Not applicable,73.12539225,
Finland,1987,Not applicable,69.55354805,
Finland,1986,Not applicable,66.82595793,
Finland,1985,Not applicable,64.9426219,4
Finland,1984,Not applicable,61.32397654,
Finland,1983,Not applicable,57.27109375,
Finland,1982,Not applicable,52.88047073,
Finland,1981,Not applicable,48.24860468,4
Finland,1980,Not applicable,43.08387144,
Finland,1979,Not applicable,38.61887626,4
Finland,1978,Not applicable,35.82888127,
Finland,1977,Not applicable,33.32085958,
Finland,1976,Not applicable,29.58441911,
Finland,1975,Not applicable,25.86077466,
Finland,1974,Not applicable,21.94518978,
Finland,1973,Not applicable,18.69499841,
Finland,1972,Not applicable,16.73720597,
Finland,1971,Not applicable,15.62395144,
Finland,1970,Not applicable,14.66424926,
Finland,1969,Not applicable,14.28036839,
France,2008,Not applicable,116.6340509,
France,2007,Not applicable,113.444227,
France,2006,Not applicable,111.7808219,
France,2005,Not applicable,109.9315069,
France,2004,Not applicable,108.0234834,
France,2003,Not applicable,105.7729941,
France,2002,Not applicable,103.6203523,
France,2001,Not applicable,101.6634051,
France,2000,Not applicable,100,
France,1999,Not applicable,98.33659491,
France,1998,Not applicable,97.84735812,4
France,1997,Not applicable,97.17254876,
France,1996,Not applicable,95.99163236,
France,1995,Not applicable,94.13590661,
France,1994,Not applicable,92.53323436,
France,1993,Not applicable,91.01491329,
France,1992,Not applicable,89.15918753,
France,1991,Not applicable,87.05040826,
France,1990,Not applicable,84.35117079,4
France,1989,Not applicable,81.60058914,
France,1988,Not applicable,78.75832143,
France,1987,Not applicable,76.69538518,
France,1986,Not applicable,74.35739078,
France,1985,Not applicable,72.43198362,
France,1984,Not applicable,68.44364022,
France,1983,Not applicable,63.72180837,
France,1982,Not applicable,58.128959,
France,1981,Not applicable,51.98599331,
France,1980,Not applicable,45.84302761,
France,1979,Not applicable,40.38770732,
France,1978,Not applicable,36.44520695,
France,1977,Not applicable,33.41956712,
France,1976,Not applicable,30.57729941,
France,1975,Not applicable,27.87256078,
France,1974,Not applicable,24.93860702,
France,1973,Not applicable,21.9129672,
France,1972,Not applicable,20.44599031,
France,1971,Not applicable,19.25407159,
France,1970,Not applicable,18.24552499,
French Guiana,2008,Not applicable,118.2086614,
French Guiana,2007,Not applicable,114.1732284,
French Guiana,2006,Not applicable,110.4330709,
French Guiana,2005,Not applicable,108.1692913,
French Guiana,2004,Not applicable,106.3976378,
French Guiana,2003,Not applicable,105.2165354,
French Guiana,2002,Not applicable,103.1496063,
French Guiana,2001,Not applicable,101.5748032,
French Guiana,2000,Not applicable,100,
French Guiana,1999,Not applicable,98.62204724,
French Guiana,1998,Not applicable,98.42519685,4
French Guiana,1997,Not applicable,97.90488744,
French Guiana,1996,Not applicable,96.95098685,
French Guiana,1995,Not applicable,96.17052274,
French Guiana,1994,Not applicable,94.43615804,
French Guiana,1993,Not applicable,93.04866627,
French Guiana,1992,Not applicable,90.96742863,
French Guiana,1991,Not applicable,88.71275452,
French Guiana,1990,Not applicable,86.71823511,
French Guiana,1990,Cayenne,100,1
French Guiana,1989,Cayenne,96.49474211,1
French Guiana,1988,Cayenne,92.78918378,1
French Guiana,1987,Cayenne,90.73610416,1
French Guiana,1986,Cayenne,87.18077116,1
French Guiana,1985,Cayenne,85.32799199,1
French Guiana,1984,Cayenne,79.61942914,1
French Guiana,1983,Cayenne,72.80921382,"1,4"
French Guiana,1982,Cayenne,65.6592534,1
French Guiana,1981,Cayenne,57.29835287,1
French Guiana,1980,Cayenne,50.07511267,1
French Guiana,1979,Cayenne,44.74797302,1
French Guiana,1978,Cayenne,40.41402891,"1,59"
French Guiana,1977,Cayenne,37.36220992,1
French Guiana,1976,Cayenne,33.85893843,1
French Guiana,1975,Cayenne,30.82517754,"1,60"
French Guiana,1974,Cayenne,26.99686024,1
French Guiana,1973,Cayenne,23.18660103,1
French Guiana,1972,Cayenne,21.66972059,1
French Guiana,1971,Cayenne,20.62235076,"1,48"
French Guiana,1970,Cayenne,19.23187703,1
French Guiana,1969,Cayenne,18.50955301,1
French Polynesia,2008,Not applicable,114.3836987,4
French Polynesia,2007,Not applicable,110.8706914,
French Polynesia,2006,Not applicable,108.6922601,
French Polynesia,2005,Not applicable,105.7946336,
French Polynesia,2004,Not applicable,104.752322,
French Polynesia,2003,Not applicable,104.3145511,4
French Polynesia,2002,Not applicable,103.8871689,
French Polynesia,2001,Not applicable,100.9631923,
French Polynesia,2000,Not applicable,100,
French Polynesia,1999,Not applicable,98.98520812,
French Polynesia,1998,Not applicable,98.21121431,
French Polynesia,1997,Not applicable,96.92122463,
French Polynesia,1996,Not applicable,95.63123495,
French Polynesia,1995,Not applicable,94.59924321,
French Polynesia,1994,Not applicable,93.56725146,
French Polynesia,1993,Not applicable,92.10526316,
French Polynesia,1992,Not applicable,90.72927417,
French Polynesia,1991,Not applicable,89.18128655,
French Polynesia,1990,Not applicable,88.57929137,
French Polynesia,1989,Not applicable,87.28930169,4
French Polynesia,1988,Not applicable,84.85752613,
French Polynesia,1987,Not applicable,83.16768304,
French Polynesia,1986,Not applicable,82.16291147,
French Polynesia,1985,Not applicable,81.1581399,
French Polynesia,1984,Not applicable,73.39399596,
French Polynesia,1983,Not applicable,65.31015197,
French Polynesia,1982,Not applicable,57.36332229,
French Polynesia,1981,Not applicable,49.9188784,61
French Polynesia,1980,Not applicable,44.23193413,
French Polynesia,1979,Not applicable,39.49466781,
French Polynesia,1978,Not applicable,36.02979942,
French Polynesia,1977,Not applicable,34.02657801,
French Polynesia,1976,Not applicable,31.18582884,
French Polynesia,1975,Not applicable,29.37789635,
French Polynesia,1974,Not applicable,25.29696187,
French Polynesia,1973,Not applicable,21.37910371,4
French Polynesia,1972,Not applicable,19.7806209,
French Polynesia,1971,Not applicable,18.81718122,
French Polynesia,1970,Not applicable,18.18492393,
French Polynesia,1969,Not applicable,16.1677221,
Gabon,2008,"Libreville, Afric.",118.5241756,62
Gabon,2007,"Libreville, Afric.",112.6504111,"4,62"
Gabon,2006,"Libreville, Afric.",109.143469,62
Gabon,2005,"Libreville, Afric.",104.9143469,62
Gabon,2004,"Libreville, Afric.",104.888651,62
Gabon,2003,"Libreville, Afric.",104.4325482,62
Gabon,2002,"Libreville, Afric.",102.2912206,62
Gabon,2001,"Libreville, Afric.",102.1199144,62
Gabon,2000,"Libreville, Afric.",100,62
Gabon,1999,"Libreville, Afric.",99.50749465,62
Gabon,1998,"Libreville, Afric.",100.1713062,62
Gabon,1997,"Libreville, Afric.",97.90149893,62
Gabon,1996,"Libreville, Afric.",94.00428266,62
Gabon,1996,Libreville,163.554035,"2,37,44,63"
Gabon,1995,Libreville,157.4964782,"2,37,44"
Gabon,1995,"Libreville, Afric.",90.68522484,62
Gabon,1994,"Libreville, Afric.",82.6124197,62
Gabon,1994,Libreville,138.8810626,"2,37,44"
Gabon,1993,Libreville,104.5079493,"2,37,44"
Gabon,1993,"Libreville, Afric.",62.05567452,62
Gabon,1992,"Libreville, Afric.",61.54175589,62
Gabon,1992,Libreville,101.4691085,"2,37,44"
Gabon,1991,Libreville,100,"2,37,44"
Gabon,1991,"Libreville, Afric.",68.02997859,"13,62"
Gabon,1990,"Libreville, Afric.",99.62228518,"17,62"
Gabon,1990,Libreville,96.59891326,"2,17,37,44"
Gabon,1989,Libreville,91.90984101,"2,37,44"
Gabon,1989,"Libreville, Afric.",92.88637079,62
Gabon,1988,"Libreville, Afric.",86.71702864,62
Gabon,1988,Libreville,86.07365667,"2,37,44"
Gabon,1987,Libreville,85.77178507,"2,37,44"
Gabon,1987,"Libreville, Afric.",95.08970727,62
Gabon,1986,"Libreville, Afric.",95.97104186,62
Gabon,1986,Libreville,83.21593882,"2,37,44"
Gabon,1985,Libreville,78.68786476,"2,37,44"
Gabon,1985,"Libreville, Afric.",90.43122443,62
Gabon,1984,"Libreville, Afric.",84.13597734,62
Gabon,1984,Libreville,72.24793721,"2,37,44"
Gabon,1983,Libreville,65.90863353,"2,37,44"
Gabon,1983,"Libreville, Afric.",79.47749449,62
Gabon,1982,"Libreville, Afric.",72.01762669,"62,64"
Gabon,1982,Libreville,57.6977259,"2,37,44,64"
Gabon,1981,Libreville,51.13704971,"2,37,44"
Gabon,1981,"Libreville, Afric.",61.69342147,62
Gabon,1980,"Libreville, Afric.",56.7516525,62
Gabon,1980,Libreville,46.42785269,"2,37,44"
Gabon,1979,Libreville,42.28214933,"2,37,44"
Gabon,1979,"Libreville, Afric.",50.51935789,62
Gabon,1978,"Libreville, Afric.",46.80201448,62
Gabon,1978,Libreville,39.70617831,"2,37,44"
Gabon,1977,Libreville,36.60696317,"2,37,44"
Gabon,1977,"Libreville, Afric.",42.25369846,"62,65"
Gabon,1976,"Libreville, Afric.",37.12307208,"62,65"
Gabon,1976,Libreville,32.70275709,"2,37,44"
Gabon,1975,Libreville,27.6715637,"2,37,44"
Gabon,1975,"Libreville, Afric.",30.88448222,"62,66"
Gabon,1974,"Libreville, Afric.",24.06247065,62
Gabon,1974,Libreville,24.41135037,"2,37,44"
Gabon,1973,Libreville,21.83537935,"2,4,37,44"
Gabon,1973,"Libreville, Afric.",21.48127594,62
Gabon,1972,"Libreville, Afric.",20.46313803,62
Gabon,1972,Libreville,19.63001172,"2,37,44"
Gabon,1971,Libreville,18.31956135,"2,37,44"
Gabon,1971,"Libreville, Afric.",19.53103994,62
Gabon,1970,"Libreville, Afric.",18.88574127,"62,67"
Gabon,1970,Libreville,17.65096422,"2,37,44"
Gabon,1969,Libreville,17.0492268,"2,37,44"
Gabon,1969,"Libreville, Afric.",18.11138285,62
Gambia,2008,"Banjul,Kombo St. Mary",175.7675595,
Gambia,2007,"Banjul,Kombo St. Mary",168.2738878,
Gambia,2006,"Banjul,Kombo St. Mary",159.7031904,4
Gambia,2005,"Banjul,Kombo St. Mary",156.5076036,
Gambia,2004,"Banjul,Kombo St. Mary",151.6937598,
Gambia,2003,"Banjul,Kombo St. Mary",132.823807,
Gambia,2002,"Banjul,Kombo St. Mary",113.4923964,
Gambia,2001,"Banjul,Kombo St. Mary",104.4965915,
Gambia,2000,"Banjul,Kombo St. Mary",100,
Gambia,1999,"Banjul,Kombo St. Mary",99.1655742,
Gambia,1998,"Banjul,Kombo St. Mary",95.52372837,
Gambia,1997,"Banjul,Kombo St. Mary",94.48741479,
Gambia,1996,"Banjul,Kombo St. Mary",91.92448873,
Gambia,1995,"Banjul,Kombo St. Mary",90.91504982,
Gambia,1994,"Banjul,Kombo St. Mary",84.98295753,
Gambia,1993,"Banjul,Kombo St. Mary",83.55401154,
Gambia,1992,"Banjul,Kombo St. Mary",78.4805978,
Gambia,1991,"Banjul,Kombo St. Mary",71.68327216,
Gambia,1990,"Banjul,Kombo St. Mary",65.9805978,
Gambia,1989,"Banjul,Kombo St. Mary",58.82275826,
Gambia,1988,"Banjul,Kombo St. Mary",54.33927635,
Gambia,1987,"Banjul,Kombo St. Mary",48.63660199,
Gambia,1986,"Banjul,Kombo St. Mary",39.37467226,
Gambia,1985,"Banjul,Kombo St. Mary",25.15076036,
Gambia,1984,"Banjul,Kombo St. Mary",21.25721028,
